,response,noun,gender,nounclass,predicate1,predicate1English,predicate2,predicate2English,class1,class2,slide_number,condition,assess,age,education,language,region,dialect,enjoyment,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id
0,0.0,formaggio,Female,food,morbido,soft,marrone,brown,texture,color,3,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
1,0.0,carota,Female,food,viola,purple,fresco,fresh,color,age,4,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
2,1.0,sedia,Female,furniture,verde,green,corto,short,color,size,5,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
3,0.0,televisore,Female,furniture,tedesco,German,vecchio,old,nationality,age,6,ANA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
4,0.0,scrivania,Female,furniture,rotondo,round,vecchio,old,shape,age,7,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
5,0.0,carota,Female,food,gigantesco,huge,marrone,brown,size,color,8,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
6,0.51,banana,Female,food,nuovo,new,piccolo,small,age,size,9,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
7,1.0,sedia,Female,furniture,piccolo,small,verde,green,size,color,10,ANA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
8,1.0,formaggio,Female,food,morbido,soft,rotondo,round,texture,shape,11,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
9,0.48,formaggio,Female,food,rosso,red,lungo,long,color,size,12,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
10,0.0,televisore,Female,furniture,marrone,brown,cattivo,bad,color,quality,13,ANA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
11,0.0,banana,Female,food,tedesco,German,rotondo,round,nationality,shape,14,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
12,1.0,carota,Female,food,fantastico,wonderful,quadrato,square,quality,shape,15,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
13,0.0,banana,Female,food,viola,purple,duro,hard,color,texture,16,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
14,0.0,carota,Female,food,lungo,long,rotondo,round,size,shape,17,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
15,1.0,divano,Female,furniture,rosso,red,cattivo,bad,color,quality,18,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
16,0.0,formaggio,Female,food,marrone,brown,nuovo,new,color,age,19,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
17,1.0,televisore,Female,furniture,lungo,long,nuovo,new,size,age,20,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
18,0.78,televisore,Female,furniture,rotondo,round,polacco,Polish,shape,nationality,21,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
19,0.0,pomodoro,Female,food,corto,short,francese,French,size,nationality,22,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
20,0.0,pomodoro,Female,food,vecchio,old,marrone,brown,age,color,23,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
21,1.0,banana,Female,food,fantastico,wonderful,rotondo,round,quality,shape,24,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
22,1.0,mela,Female,food,grande,big,quadrato,square,size,shape,25,ANA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
23,1.0,divano,Female,furniture,marrone,brown,corto,short,color,size,26,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
24,0.15,sedia,Female,furniture,marcio,rotten,tedesco,German,age,nationality,27,AAN,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
25,0.0,ventilatore,Female,furniture,morbido,soft,francese,French,texture,nationality,28,NAA,Yes,22,1,Italiano,Sicilia,Siciliano,2,,Chrome,Windows,864,1536,3.566866666666667,55
0,0.0,mela,Male,food,francese,French,minuscolo,tiny,nationality,size,3,ANA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
1,0.0,sedia,Male,furniture,tedesco,German,vecchio,old,nationality,age,4,ANA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
2,1.0,pomodoro,Male,food,cattivo,bad,marrone,brown,quality,color,5,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
3,1.0,carota,Male,food,quadrato,square,lungo,long,shape,size,6,NAA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
4,1.0,mela,Male,food,tedesco,German,fresco,fresh,nationality,age,7,NAA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
5,0.0,pomodoro,Male,food,marrone,brown,morbido,soft,color,texture,8,ANA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
6,1.0,divano,Male,furniture,minuscolo,tiny,marcio,rotten,size,age,9,NAA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
7,1.0,pomodoro,Male,food,rotondo,round,marrone,brown,shape,color,10,ANA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
8,1.0,divano,Male,furniture,duro,hard,gigantesco,huge,texture,size,11,NAA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
9,0.0,mela,Male,food,fresco,fresh,rotondo,round,age,shape,12,NAA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
10,1.0,sedia,Male,furniture,minuscolo,tiny,rosso,red,size,color,13,ANA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
11,1.0,televisore,Male,furniture,verde,green,duro,hard,color,texture,14,ANA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
12,1.0,formaggio,Male,food,cattivo,bad,duro,hard,quality,texture,15,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
13,1.0,formaggio,Male,food,polacco,Polish,rosso,red,nationality,color,16,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
14,1.0,televisore,Male,furniture,gigantesco,huge,verde,green,size,color,17,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
15,1.0,scrivania,Male,furniture,grande,big,verde,green,size,color,18,NAA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
16,1.0,televisore,Male,furniture,tedesco,German,marcio,rotten,nationality,age,19,NAA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
17,0.98,carota,Male,food,duro,hard,viola,purple,texture,color,20,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
18,0.96,divano,Male,furniture,nuovo,new,grande,big,age,size,21,ANA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
19,0.0,pomodoro,Male,food,polacco,Polish,rotondo,round,nationality,shape,22,ANA,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
20,1.0,pomodoro,Male,food,nuovo,new,rotondo,round,age,shape,23,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
21,1.0,ventilatore,Male,furniture,viola,purple,nuovo,new,color,age,24,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
22,0.77,banana,Male,food,minuscolo,tiny,rotondo,round,size,shape,25,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
23,0.8,formaggio,Male,food,fantastico,wonderful,francese,French,quality,nationality,26,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
24,0.85,scrivania,Male,furniture,corto,short,duro,hard,size,texture,27,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
25,0.87,televisore,Male,furniture,cattivo,bad,lungo,long,quality,size,28,AAN,Yes,29,2,italiano,campania,napoletano,1,,Chrome,Windows,1080,1920,3.6634166666666665,56
0,0.21,sedia,Male,furniture,fresco,fresh,piccolo,small,age,size,3,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
1,0.95,carota,Male,food,gigantesco,huge,marrone,brown,size,color,4,ANA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
2,0.99,banana,Male,food,liscio,smooth,blu,blue,texture,color,5,ANA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
3,0.95,pomodoro,Male,food,tedesco,German,cattivo,bad,nationality,quality,6,NAA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
4,0.5,sedia,Male,furniture,giallo,yellow,rotondo,round,color,shape,7,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
5,0.78,ventilatore,Male,furniture,tedesco,German,gigantesco,huge,nationality,size,8,NAA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
6,0.29,pomodoro,Male,food,vecchio,old,lungo,long,age,size,9,NAA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
7,0.48,ventilatore,Male,furniture,francese,French,blu,blue,nationality,color,10,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
8,0.91,divano,Male,furniture,liscio,smooth,gigantesco,huge,texture,size,11,NAA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
9,0.77,mela,Male,food,corto,short,quadrato,square,size,shape,12,NAA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
10,0.53,banana,Male,food,gigantesco,huge,quadrato,square,size,shape,13,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
11,0.04,mela,Male,food,marcio,rotten,piccolo,small,age,size,14,ANA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
12,0.83,sedia,Male,furniture,tedesco,German,fresco,fresh,nationality,age,15,NAA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
13,0.13,sedia,Male,furniture,rosso,red,minuscolo,tiny,color,size,16,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
14,0.18,pomodoro,Male,food,tedesco,German,rotondo,round,nationality,shape,17,ANA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
15,0.86,formaggio,Male,food,marcio,rotten,minuscolo,tiny,age,size,18,NAA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
16,0.94,ventilatore,Male,furniture,fresco,fresh,tedesco,German,age,nationality,19,ANA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
17,0.66,sedia,Male,furniture,polacco,Polish,piccolo,small,nationality,size,20,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
18,0.87,formaggio,Male,food,minuscolo,tiny,cattivo,bad,size,quality,21,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
19,0.52,mela,Male,food,marrone,brown,quadrato,square,color,shape,22,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
20,0.78,formaggio,Male,food,lungo,long,quadrato,square,size,shape,23,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
21,0.62,sedia,Male,furniture,polacco,Polish,gigantesco,huge,nationality,size,24,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
22,0.85,ventilatore,Male,furniture,verde,green,minuscolo,tiny,color,size,25,NAA,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
23,0.52,ventilatore,Male,furniture,grande,big,verde,green,size,color,26,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
24,0.49,divano,Male,furniture,blu,blue,tedesco,German,color,nationality,27,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
25,0.52,formaggio,Male,food,quadrato,square,marrone,brown,shape,color,28,AAN,Yes,55,1,Italiano,Lombardia,,2,Alcune coppie di frasi avevano entrambe poco senso e suonavano entrambe male,Chrome,Windows,864,1536,7.410316666666667,57
0,0.14,pomodoro,Male,food,liscio,smooth,nuovo,new,texture,age,3,ANA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
1,0.56,ventilatore,Male,furniture,vecchio,old,lungo,long,age,size,4,NAA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
2,1.0,banana,Male,food,duro,hard,verde,green,texture,color,5,ANA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
3,0.74,divano,Male,furniture,cattivo,bad,gigantesco,huge,quality,size,6,ANA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
4,1.0,scrivania,Male,furniture,fantastico,wonderful,quadrato,square,quality,shape,7,ANA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
5,0.41,formaggio,Male,food,quadrato,square,duro,hard,shape,texture,8,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
6,0.81,pomodoro,Male,food,liscio,smooth,vecchio,old,texture,age,9,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
7,0.69,sedia,Male,furniture,viola,purple,minuscolo,tiny,color,size,10,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
8,0.18,banana,Male,food,polacco,Polish,giallo,yellow,nationality,color,11,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
9,1.0,divano,Male,furniture,rotondo,round,tedesco,German,shape,nationality,12,NAA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
10,0.69,mela,Male,food,vecchio,old,grande,big,age,size,13,NAA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
11,0.45,carota,Male,food,francese,French,lungo,long,nationality,size,14,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
12,0.79,sedia,Male,furniture,verde,green,morbido,soft,color,texture,15,NAA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
13,0.42,sedia,Male,furniture,fantastico,wonderful,marcio,rotten,quality,age,16,NAA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
14,0.27,ventilatore,Male,furniture,corto,short,fresco,fresh,size,age,17,ANA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
15,0.87,mela,Male,food,quadrato,square,marrone,brown,shape,color,18,ANA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
16,0.76,scrivania,Male,furniture,lungo,long,marrone,brown,size,color,19,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
17,0.89,ventilatore,Male,furniture,quadrato,square,fresco,fresh,shape,age,20,NAA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
18,0.84,pomodoro,Male,food,duro,hard,marrone,brown,texture,color,21,ANA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
19,0.9,pomodoro,Male,food,vecchio,old,piccolo,small,age,size,22,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
20,0.61,banana,Male,food,piccolo,small,nuovo,new,size,age,23,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
21,0.53,divano,Male,furniture,polacco,Polish,grande,big,nationality,size,24,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
22,0.5,televisore,Male,furniture,corto,short,verde,green,size,color,25,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
23,0.79,carota,Male,food,giallo,yellow,rotondo,round,color,shape,26,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
24,0.52,televisore,Male,furniture,francese,French,nuovo,new,nationality,age,27,NAA,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
25,0.45,banana,Male,food,marcio,rotten,polacco,Polish,age,nationality,28,AAN,Yes,24,3,Italiano,Emilia-Romagna,,1,,Chrome,Windows,864,1536,4.149283333333333,58
0,0.0,divano,Male,furniture,polacco,Polish,liscio,smooth,nationality,texture,3,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
1,0.02,banana,Male,food,cattivo,bad,marrone,brown,quality,color,4,AAN,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
2,0.01,mela,Male,food,quadrato,square,fantastico,wonderful,shape,quality,5,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
3,1.0,mela,Male,food,polacco,Polish,blu,blue,nationality,color,6,AAN,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
4,0.97,scrivania,Male,furniture,liscio,smooth,cattivo,bad,texture,quality,7,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
5,1.0,carota,Male,food,cattivo,bad,polacco,Polish,quality,nationality,8,AAN,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
6,1.0,sedia,Male,furniture,rosso,red,liscio,smooth,color,texture,9,NAA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
7,0.95,banana,Male,food,vecchio,old,lungo,long,age,size,10,AAN,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
8,0.03,scrivania,Male,furniture,quadrato,square,piccolo,small,shape,size,11,AAN,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
9,0.03,mela,Male,food,marrone,brown,polacco,Polish,color,nationality,12,AAN,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
10,0.84,ventilatore,Male,furniture,minuscolo,tiny,morbido,soft,size,texture,13,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
11,0.0,pomodoro,Male,food,marcio,rotten,grande,big,age,size,14,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
12,0.0,banana,Male,food,giallo,yellow,piccolo,small,color,size,15,AAN,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
13,1.0,pomodoro,Male,food,minuscolo,tiny,polacco,Polish,size,nationality,16,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
14,1.0,carota,Male,food,quadrato,square,liscio,smooth,shape,texture,17,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
15,0.0,sedia,Male,furniture,duro,hard,corto,short,texture,size,18,NAA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
16,0.48,banana,Male,food,corto,short,polacco,Polish,size,nationality,19,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
17,0.0,mela,Male,food,verde,green,vecchio,old,color,age,20,NAA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
18,0.0,televisore,Male,furniture,giallo,yellow,cattivo,bad,color,quality,21,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
19,0.08,formaggio,Male,food,fresco,fresh,piccolo,small,age,size,22,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
20,1.0,scrivania,Male,furniture,marcio,rotten,blu,blue,age,color,23,NAA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
21,1.0,divano,Male,furniture,francese,French,marcio,rotten,nationality,age,24,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
22,0.73,banana,Male,food,quadrato,square,giallo,yellow,shape,color,25,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
23,0.04,banana,Male,food,viola,purple,fresco,fresh,color,age,26,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
24,0.93,banana,Male,food,nuovo,new,cattivo,bad,age,quality,27,NAA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
25,0.96,pomodoro,Male,food,duro,hard,corto,short,texture,size,28,ANA,Yes,29,1,italiano,Calabria,dialetto calabrese,1,,Chrome,Windows,1080,1920,4.038883333333334,59
0,0.39,scrivania,Male,furniture,viola,purple,polacco,Polish,color,nationality,3,AAN,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
1,0.7,banana,Male,food,gigantesco,huge,rosso,red,size,color,4,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
2,1.0,televisore,Male,furniture,marrone,brown,piccolo,small,color,size,5,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
3,0.0,mela,Male,food,quadrato,square,fresco,fresh,shape,age,6,AAN,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
4,1.0,ventilatore,Male,furniture,quadrato,square,corto,short,shape,size,7,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
5,0.0,mela,Male,food,piccolo,small,marrone,brown,size,color,8,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
6,0.61,carota,Male,food,nuovo,new,verde,green,age,color,9,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
7,0.27,formaggio,Male,food,lungo,long,rosso,red,size,color,10,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
8,1.0,banana,Male,food,minuscolo,tiny,viola,purple,size,color,11,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
9,0.65,scrivania,Male,furniture,liscio,smooth,tedesco,German,texture,nationality,12,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
10,0.93,carota,Male,food,corto,short,duro,hard,size,texture,13,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
