predicate1,workerid,class1,response,Answer.time_in_minutes,noun,nounclass,class2,predicate2,slide_number
bad,33,quality,0.62,4.2022,fan,furniture,age,new,18
huge,33,size,0.42,4.2022,carrot,food,quality,bad,19
round,33,shape,0.74,4.2022,carrot,food,texture,hard,20
bad,33,quality,0.84,4.2022,desk,furniture,size,long,21
good,33,quality,0.26,4.2022,tomato,food,size,long,22
good,33,quality,0.87,4.2022,cheese,food,size,small,23
metal,33,material,0.24,4.2022,TV,furniture,quality,good,24
rotten,33,age,0.4,4.2022,cheese,food,color,green,25
blue,33,color,0.13,4.2022,tomato,food,size,big,26
hard,33,texture,0.59,4.2022,chair,furniture,quality,bad,27
fresh,33,age,0.23,4.2022,carrot,food,material,metal,28
green,34,color,0.76,10.412733333333334,TV,furniture,size,tiny,3
small,34,size,0.79,10.412733333333334,TV,furniture,color,brown,4
round,34,shape,0.09,10.412733333333334,cheese,food,age,new,5
red,34,color,0.06,10.412733333333334,desk,furniture,quality,bad,6
rotten,34,age,0.05,10.412733333333334,desk,furniture,size,short,7
short,34,size,1,10.412733333333334,banana,food,shape,square,8
huge,34,size,1,10.412733333333334,cheese,food,quality,bad,9
purple,34,color,0,10.412733333333334,couch,furniture,age,old,10
red,34,color,0,10.412733333333334,couch,furniture,size,short,11
yellow,34,color,0,10.412733333333334,desk,furniture,quality,bad,12
brown,34,color,0,10.412733333333334,carrot,food,size,big,13
short,34,size,1,10.412733333333334,carrot,food,texture,smooth,14
brown,34,color,0,10.412733333333334,fan,furniture,size,big,15
wooden,34,material,0.03,10.412733333333334,tomato,food,color,green,16
brown,34,color,1,10.412733333333334,fan,furniture,quality,good,17
good,34,quality,0.14,10.412733333333334,banana,food,material,wooden,18
red,34,color,0,10.412733333333334,couch,furniture,size,short,19
bad,34,quality,1,10.412733333333334,TV,furniture,color,green,20
rotten,34,age,0.03,10.412733333333334,couch,furniture,color,red,21
square,34,shape,0,10.412733333333334,banana,food,age,fresh,22
short,34,size,0.89,10.412733333333334,TV,furniture,texture,soft,23
blue,34,color,0,10.412733333333334,cheese,food,quality,bad,24
soft,34,texture,0.83,10.412733333333334,cheese,food,color,red,25
metal,34,material,0.08,10.412733333333334,apple,food,texture,soft,26
new,34,age,1,10.412733333333334,couch,furniture,quality,good,27
new,34,age,0.15,10.412733333333334,TV,furniture,material,plastic,28
round,35,shape,0.71,0.94575,chair,furniture,material,wooden,3
hard,35,texture,0.42,0.94575,fan,furniture,material,metal,4
red,35,color,0.71,0.94575,apple,food,texture,soft,5
red,35,color,0.57,0.94575,desk,furniture,texture,soft,6
big,35,size,0.7,0.94575,fan,furniture,texture,hard,7
smooth,35,texture,0.61,0.94575,TV,furniture,shape,round,8
hard,35,texture,0.44,0.94575,TV,furniture,quality,good,9
smooth,35,texture,0.76,0.94575,carrot,food,color,green,10
old,35,age,0.54,0.94575,fan,furniture,color,brown,11
new,35,age,0.69,0.94575,couch,furniture,quality,bad,12
red,35,color,0.52,0.94575,desk,furniture,size,huge,13
green,35,color,0.74,0.94575,TV,furniture,material,plastic,14
new,35,age,0.55,0.94575,banana,food,material,metal,15
round,35,shape,0.31,0.94575,cheese,food,size,huge,16
rotten,35,age,0.61,0.94575,cheese,food,material,plastic,17
huge,35,size,0.54,0.94575,desk,furniture,material,plastic,18
big,35,size,0.69,0.94575,apple,food,material,metal,19
short,35,size,0.51,0.94575,fan,furniture,color,purple,20
round,35,shape,0.76,0.94575,chair,furniture,color,yellow,21
smooth,35,texture,0.49,0.94575,banana,food,quality,bad,22
smooth,35,texture,0.72,0.94575,cheese,food,age,rotten,23
plastic,35,material,0.54,0.94575,apple,food,age,fresh,24
short,35,size,0.62,0.94575,tomato,food,shape,square,25
bad,35,quality,0.56,0.94575,cheese,food,age,new,26
yellow,35,color,0.69,0.94575,chair,furniture,quality,bad,27
fresh,35,age,0.57,0.94575,carrot,food,color,purple,28
rotten,36,age,0.23,2.0564,fan,furniture,color,yellow,3
wooden,36,material,0.12,2.0564,carrot,food,color,red,4
tiny,36,size,0.86,2.0564,tomato,food,color,blue,5
smooth,36,texture,1,2.0564,tomato,food,color,red,6
long,36,size,0.97,2.0564,tomato,food,color,blue,7
green,36,color,0.1,2.0564,fan,furniture,quality,bad,8
red,36,color,0.99,2.0564,couch,furniture,size,small,9
good,36,quality,0.98,2.0564,tomato,food,material,metal,10
big,36,size,1,2.0564,apple,food,age,rotten,11
old,36,age,1,2.0564,tomato,food,color,brown,12
hard,36,texture,0,2.0564,desk,furniture,age,old,13
wooden,36,material,1,2.0564,desk,furniture,color,brown,14
short,36,size,1,2.0564,fan,furniture,material,metal,15
rotten,36,age,0.15,2.0564,desk,furniture,material,metal,16
small,36,size,1,2.0564,carrot,food,quality,bad,17
metal,36,material,0.04,2.0564,cheese,food,quality,good,18
bad,36,quality,1,2.0564,banana,food,shape,square,19
yellow,36,color,1,2.0564,TV,furniture,material,plastic,20
square,36,shape,0.95,2.0564,tomato,food,material,plastic,21
huge,36,size,1,2.0564,apple,food,color,purple,22
square,36,shape,1,2.0564,banana,food,age,fresh,23
red,36,color,1,2.0564,tomato,food,age,rotten,24
fresh,36,age,0,2.0564,tomato,food,color,red,25
short,36,size,1,2.0564,tomato,food,shape,round,26
huge,36,size,1,2.0564,couch,furniture,age,rotten,27
huge,36,size,1,2.0564,carrot,food,color,yellow,28
blue,37,color,0.18,2.898616666666667,carrot,food,age,fresh,3
new,37,age,0.86,2.898616666666667,couch,furniture,color,purple,4
big,37,size,0.86,2.898616666666667,couch,furniture,age,new,5
metal,37,material,0.15,2.898616666666667,chair,furniture,color,brown,6
brown,37,color,0.26,2.898616666666667,TV,furniture,age,fresh,7
smooth,37,texture,0.07,2.898616666666667,couch,furniture,size,long,8
good,37,quality,0.24,2.898616666666667,chair,furniture,size,small,9
blue,37,color,0.36,2.898616666666667,chair,furniture,size,huge,10
fresh,37,age,0.65,2.898616666666667,couch,furniture,quality,bad,11
wooden,37,material,0.13,2.898616666666667,carrot,food,shape,round,12
new,37,age,0.76,2.898616666666667,TV,furniture,color,blue,13
round,37,shape,0.93,2.898616666666667,couch,furniture,color,purple,14
smooth,37,texture,0.86,2.898616666666667,banana,food,color,red,15
purple,37,color,0.12,2.898616666666667,apple,food,texture,soft,16
square,37,shape,0.05,2.898616666666667,desk,furniture,size,tiny,17
wooden,37,material,0.01,2.898616666666667,desk,furniture,age,rotten,18
big,37,size,0.91,2.898616666666667,tomato,food,color,blue,19
long,37,size,0.75,2.898616666666667,carrot,food,color,red,20
new,37,age,0.39,2.898616666666667,desk,furniture,size,long,21
green,37,color,0.13,2.898616666666667,tomato,food,age,new,22
rotten,37,age,0.57,2.898616666666667,cheese,food,quality,good,23
huge,37,size,0.9,2.898616666666667,couch,furniture,color,brown,24
new,37,age,0.93,2.898616666666667,carrot,food,size,small,25
bad,37,quality,0.17,2.898616666666667,carrot,food,age,new,26
yellow,37,color,0.1,2.898616666666667,desk,furniture,quality,good,27
metal,37,material,0.01,2.898616666666667,fan,furniture,shape,round,28
old,38,age,0.01,5.026283333333334,couch,furniture,quality,good,3
bad,38,quality,0.98,5.026283333333334,fan,furniture,material,plastic,4
good,38,quality,0.94,5.026283333333334,couch,furniture,color,green,5
fresh,38,age,0.98,5.026283333333334,couch,furniture,material,metal,6
square,38,shape,0.01,5.026283333333334,desk,furniture,age,fresh,7
rotten,38,age,0.03,5.026283333333334,TV,furniture,shape,round,8
new,38,age,0.99,5.026283333333334,TV,furniture,size,tiny,9
smooth,38,texture,0.99,5.026283333333334,apple,food,size,long,10
metal,38,material,0.02,5.026283333333334,carrot,food,age,new,11
fresh,38,age,0.96,5.026283333333334,cheese,food,size,small,12
metal,38,material,0.03,5.026283333333334,apple,food,color,yellow,13
purple,38,color,0.97,5.026283333333334,tomato,food,material,plastic,14
big,38,size,0.96,5.026283333333334,banana,food,texture,smooth,15
short,38,size,0.98,5.026283333333334,chair,furniture,shape,round,16
brown,38,color,0.03,5.026283333333334,banana,food,size,long,17
new,38,age,1,5.026283333333334,fan,furniture,shape,square,18
small,38,size,0.98,5.026283333333334,tomato,food,color,purple,19
purple,38,color,0.97,5.026283333333334,couch,furniture,material,plastic,20
long,38,size,0.98,5.026283333333334,tomato,food,texture,smooth,21
green,38,color,0.97,5.026283333333334,apple,food,age,fresh,22
soft,38,texture,0.98,5.026283333333334,chair,furniture,material,plastic,23
bad,38,quality,0.99,5.026283333333334,carrot,food,texture,smooth,24
huge,38,size,0.99,5.026283333333334,tomato,food,material,metal,25
big,38,size,0.96,5.026283333333334,carrot,food,shape,round,26
short,38,size,0.98,5.026283333333334,couch,furniture,shape,square,27
soft,38,texture,0.97,5.026283333333334,carrot,food,size,short,28
smooth,39,texture,0.21,2.0294833333333333,fan,furniture,size,long,3
new,39,age,0.77,2.0294833333333333,fan,furniture,color,blue,4
new,39,age,0.77,2.0294833333333333,banana,food,color,blue,5
new,39,age,0.8,2.0294833333333333,desk,furniture,color,blue,6
old,39,age,0.29,2.0294833333333333,couch,furniture,quality,good,7
fresh,39,age,0.75,2.0294833333333333,chair,furniture,color,blue,8
wooden,39,material,0.19,2.0294833333333333,desk,furniture,size,huge,9
small,39,size,0.84,2.0294833333333333,fan,furniture,color,red,10
red,39,color,0.8,2.0294833333333333,desk,furniture,texture,smooth,11
fresh,39,age,0.86,2.0294833333333333,desk,furniture,material,wooden,12
short,39,size,0.82,2.0294833333333333,tomato,food,material,plastic,13
soft,39,texture,0.3,2.0294833333333333,chair,furniture,size,huge,14
short,39,size,0.84,2.0294833333333333,desk,furniture,color,red,15
wooden,39,material,0.16,2.0294833333333333,tomato,food,texture,hard,16
big,39,size,0.87,2.0294833333333333,cheese,food,quality,bad,17
yellow,39,color,0.22,2.0294833333333333,chair,furniture,shape,square,18
hard,39,texture,0.24,2.0294833333333333,desk,furniture,quality,good,19
rotten,39,age,0.74,2.0294833333333333,tomato,food,material,metal,20
brown,39,color,0.37,2.0294833333333333,TV,furniture,quality,bad,21
round,39,shape,0.41,2.0294833333333333,couch,furniture,age,fresh,22
metal,39,material,0.26,2.0294833333333333,TV,furniture,texture,hard,23
bad,39,quality,0.31,2.0294833333333333,apple,food,texture,smooth,24
good,39,quality,0.9,2.0294833333333333,couch,furniture,age,old,25
huge,39,size,0.33,2.0294833333333333,chair,furniture,texture,soft,26
round,39,shape,0.32,2.0294833333333333,banana,food,age,old,27
old,39,age,0.28,2.0294833333333333,tomato,food,color,purple,28
long,40,size,0.78,2.1644833333333335,banana,food,age,old,3
fresh,40,age,0.87,2.1644833333333335,carrot,food,material,plastic,4
round,40,shape,0.26,2.1644833333333335,couch,furniture,size,small,5
blue,40,color,0.58,2.1644833333333335,fan,furniture,quality,good,6
good,40,quality,0.75,2.1644833333333335,banana,food,age,rotten,7
green,40,color,0.47,2.1644833333333335,TV,furniture,size,small,8
square,40,shape,0.66,2.1644833333333335,tomato,food,material,metal,9
tiny,40,size,0.32,2.1644833333333335,couch,furniture,age,fresh,10
old,40,age,0.66,2.1644833333333335,cheese,food,material,metal,11
blue,40,color,0.22,2.1644833333333335,cheese,food,texture,hard,12
long,40,size,0.79,2.1644833333333335,cheese,food,color,red,13
soft,40,texture,0.6,2.1644833333333335,chair,furniture,shape,square,14
purple,40,color,0.77,2.1644833333333335,TV,furniture,size,tiny,15
wooden,40,material,0.3,2.1644833333333335,chair,furniture,color,red,16
blue,40,color,0.81,2.1644833333333335,tomato,food,shape,square,17
green,40,color,0.32,2.1644833333333335,fan,furniture,size,tiny,18
blue,40,color,0.28,2.1644833333333335,TV,furniture,size,small,19
brown,40,color,0.01,2.1644833333333335,couch,furniture,quality,good,20
hard,40,texture,0.65,2.1644833333333335,fan,furniture,color,brown,21
brown,40,color,0.34,2.1644833333333335,chair,furniture,size,huge,22
smooth,40,texture,0.55,2.1644833333333335,fan,furniture,size,huge,23
green,40,color,0,2.1644833333333335,tomato,food,shape,square,24
good,40,quality,0.34,2.1644833333333335,cheese,food,size,huge,25
plastic,40,material,0.62,2.1644833333333335,chair,furniture,color,brown,26
good,40,quality,0.9,2.1644833333333335,banana,food,age,fresh,27
smooth,40,texture,0.29,2.1644833333333335,carrot,food,shape,round,28
square,41,shape,0.77,2.1532,tomato,food,age,old,3
smooth,41,texture,0.69,2.1532,chair,furniture,quality,bad,4
brown,41,color,0.34,2.1532,chair,furniture,texture,hard,5
square,41,shape,0.65,2.1532,tomato,food,age,new,6
metal,41,material,0.33,2.1532,fan,furniture,quality,good,7
green,41,color,0.27,2.1532,TV,furniture,size,short,8
small,41,size,0.7,2.1532,desk,furniture,shape,square,9
square,41,shape,0.71,2.1532,chair,furniture,material,plastic,10
new,41,age,0.74,2.1532,TV,furniture,material,metal,11
green,41,color,0.19,2.1532,carrot,food,age,old,12
metal,41,material,0.76,2.1532,TV,furniture,size,huge,13
new,41,age,0.64,2.1532,cheese,food,color,purple,14
huge,41,size,0.61,2.1532,carrot,food,shape,round,15
old,41,age,0.67,2.1532,apple,food,color,brown,16
huge,41,size,0.72,2.1532,couch,furniture,shape,square,17
big,41,size,0.68,2.1532,couch,furniture,shape,square,18
rotten,41,age,0.32,2.1532,cheese,food,color,brown,19
round,41,shape,0.34,2.1532,banana,food,age,fresh,20
small,41,size,0.3,2.1532,carrot,food,color,red,21
blue,41,color,0.64,2.1532,fan,furniture,material,metal,22
fresh,41,age,0.4,2.1532,fan,furniture,material,plastic,23
huge,41,size,0.41,2.1532,couch,furniture,color,blue,24
small,41,size,0.41,2.1532,tomato,food,color,blue,25
wooden,41,material,0.41,2.1532,carrot,food,quality,bad,26
soft,41,texture,0.2,2.1532,chair,furniture,material,wooden,27
purple,41,color,0.73,2.1532,TV,furniture,material,plastic,28
red,42,color,0.04,9.18075,tomato,food,shape,round,3
plastic,42,material,0.97,9.18075,chair,furniture,shape,round,4
metal,42,material,0.5,9.18075,tomato,food,quality,good,5
soft,42,texture,0.92,9.18075,banana,food,size,huge,6
metal,42,material,0.97,9.18075,cheese,food,texture,hard,7
brown,42,color,0.46,9.18075,chair,furniture,size,short,8
huge,42,size,0.87,9.18075,desk,furniture,color,yellow,9
big,42,size,0.53,9.18075,fan,furniture,age,fresh,10
plastic,42,material,0.9,9.18075,desk,furniture,shape,round,11
huge,42,size,0.96,9.18075,couch,furniture,texture,smooth,12
blue,42,color,0.06,9.18075,carrot,food,age,fresh,13
new,42,age,0.97,9.18075,apple,food,color,blue,14
plastic,42,material,1,9.18075,fan,furniture,shape,round,15
fresh,42,age,0.96,9.18075,banana,food,size,short,16
tiny,42,size,0.56,9.18075,cheese,food,material,metal,17
small,42,size,0.04,9.18075,tomato,food,shape,round,18
smooth,42,texture,0.97,9.18075,carrot,food,size,big,19
soft,42,texture,0.99,9.18075,couch,furniture,color,blue,20
plastic,42,material,0.5,9.18075,couch,furniture,size,long,21
red,42,color,0.96,9.18075,TV,furniture,size,small,22
big,42,size,0.51,9.18075,couch,furniture,shape,square,23
short,42,size,0.5,9.18075,desk,furniture,material,plastic,24
new,42,age,0.98,9.18075,couch,furniture,texture,soft,25
old,42,age,0.99,9.18075,couch,furniture,size,big,26
round,42,shape,0.09,9.18075,desk,furniture,size,small,27
new,42,age,0.96,9.18075,chair,furniture,size,small,28
yellow,43,color,0,2.5172666666666665,banana,food,size,long,3
fresh,43,age,1,2.5172666666666665,carrot,food,color,purple,4
blue,43,color,0,2.5172666666666665,chair,furniture,texture,hard,5
brown,43,color,0,2.5172666666666665,couch,furniture,size,small,6
soft,43,texture,1,2.5172666666666665,desk,furniture,age,old,7
purple,43,color,0,2.5172666666666665,apple,food,age,fresh,8
wooden,43,material,0,2.5172666666666665,banana,food,size,short,9
square,43,shape,1,2.5172666666666665,carrot,food,color,green,10
rotten,43,age,1,2.5172666666666665,desk,furniture,color,yellow,11
fresh,43,age,1,2.5172666666666665,TV,furniture,size,huge,12
short,43,size,1,2.5172666666666665,fan,furniture,color,green,13
fresh,43,age,1,2.5172666666666665,TV,furniture,material,plastic,14
yellow,43,color,0,2.5172666666666665,chair,furniture,texture,hard,15
new,43,age,1,2.5172666666666665,chair,furniture,color,blue,16
good,43,quality,1,2.5172666666666665,fan,furniture,color,purple,17
round,43,shape,1,2.5172666666666665,carrot,food,material,wooden,18
blue,43,color,0,2.5172666666666665,chair,furniture,age,rotten,19
fresh,43,age,1,2.5172666666666665,banana,food,texture,hard,20
fresh,43,age,1,2.5172666666666665,apple,food,color,brown,21
plastic,43,material,0,2.5172666666666665,couch,furniture,size,big,22
fresh,43,age,1,2.5172666666666665,fan,furniture,color,purple,23
yellow,43,color,0,2.5172666666666665,tomato,food,size,big,24
bad,43,quality,1,2.5172666666666665,carrot,food,color,blue,25
hard,43,texture,1,2.5172666666666665,TV,furniture,size,tiny,26
plastic,43,material,0,2.5172666666666665,desk,furniture,age,rotten,27
fresh,43,age,1,2.5172666666666665,apple,food,texture,smooth,28
square,44,shape,0.07,2.7245833333333334,cheese,food,size,small,3
tiny,44,size,0.94,2.7245833333333334,chair,furniture,color,red,4
brown,44,color,0.92,2.7245833333333334,fan,furniture,texture,smooth,5
small,44,size,0.96,2.7245833333333334,carrot,food,shape,square,6
yellow,44,color,0.08,2.7245833333333334,banana,food,age,new,7
new,44,age,0.91,2.7245833333333334,chair,furniture,color,yellow,8
soft,44,texture,0.92,2.7245833333333334,couch,furniture,size,tiny,9
brown,44,color,0.96,2.7245833333333334,carrot,food,material,wooden,10
new,44,age,0.92,2.7245833333333334,couch,furniture,color,yellow,11
small,44,size,0.93,2.7245833333333334,TV,furniture,shape,round,12
green,44,color,0.93,2.7245833333333334,banana,food,material,wooden,13
short,44,size,0.06,2.7245833333333334,chair,furniture,age,old,14
soft,44,texture,0.95,2.7245833333333334,cheese,food,shape,round,15
huge,44,size,0.92,2.7245833333333334,desk,furniture,color,red,16
hard,44,texture,0.95,2.7245833333333334,banana,food,color,yellow,17
yellow,44,color,0.92,2.7245833333333334,apple,food,age,rotten,18
plastic,44,material,0.09,2.7245833333333334,cheese,food,size,short,19
metal,44,material,0.03,2.7245833333333334,chair,furniture,age,new,20
square,44,shape,0.09,2.7245833333333334,fan,furniture,age,fresh,21
green,44,color,0.05,2.7245833333333334,chair,furniture,texture,hard,22
plastic,44,material,0.06,2.7245833333333334,fan,furniture,color,purple,23
new,44,age,0.95,2.7245833333333334,couch,furniture,size,tiny,24
tiny,44,size,0.94,2.7245833333333334,chair,furniture,age,rotten,25
old,44,age,0.99,2.7245833333333334,couch,furniture,shape,round,26
tiny,44,size,0.06,2.7245833333333334,fan,furniture,color,blue,27
brown,44,color,0.03,2.7245833333333334,apple,food,age,old,28
hard,45,texture,0.11,1.7484,chair,furniture,color,purple,3
short,45,size,0.98,1.7484,cheese,food,quality,good,4
smooth,45,texture,0.89,1.7484,couch,furniture,size,huge,5
green,45,color,0.98,1.7484,chair,furniture,age,fresh,6
metal,45,material,0.13,1.7484,carrot,food,quality,bad,7
purple,45,color,0.89,1.7484,apple,food,material,metal,8
new,45,age,0.83,1.7484,chair,furniture,size,big,9
small,45,size,0.96,1.7484,carrot,food,texture,hard,10
yellow,45,color,0.14,1.7484,fan,furniture,size,long,11
hard,45,texture,0.18,1.7484,carrot,food,size,small,12
metal,45,material,0.83,1.7484,TV,furniture,color,yellow,13
good,45,quality,0.21,1.7484,cheese,food,size,short,14
soft,45,texture,0.77,1.7484,TV,furniture,shape,square,15
smooth,45,texture,0.83,1.7484,chair,furniture,size,short,16
purple,45,color,0.8,1.7484,TV,furniture,size,huge,17
round,45,shape,0.12,1.7484,TV,furniture,size,long,18
huge,45,size,0.87,1.7484,couch,furniture,age,old,19
plastic,45,material,0.15,1.7484,cheese,food,color,purple,20
rotten,45,age,0.81,1.7484,banana,food,material,metal,21
smooth,45,texture,0.82,1.7484,fan,furniture,shape,round,22
plastic,45,material,0.19,1.7484,TV,furniture,age,rotten,23
short,45,size,0.8,1.7484,apple,food,color,blue,24
big,45,size,0.09,1.7484,desk,furniture,age,fresh,25
bad,45,quality,0.8,1.7484,banana,food,texture,soft,26
good,45,quality,0.86,1.7484,apple,food,color,purple,27
soft,45,texture,0.07,1.7484,chair,furniture,shape,round,28
metal,46,material,0.23,3.184833333333333,banana,food,size,short,3
old,46,age,1,3.184833333333333,fan,furniture,color,brown,4
tiny,46,size,0.85,3.184833333333333,desk,furniture,age,fresh,5
soft,46,texture,0.07,3.184833333333333,desk,furniture,size,huge,6
small,46,size,0.98,3.184833333333333,TV,furniture,quality,good,7
rotten,46,age,0.05,3.184833333333333,chair,furniture,size,long,8
square,46,shape,0.17,3.184833333333333,carrot,food,size,small,9
bad,46,quality,0.08,3.184833333333333,carrot,food,color,blue,10
rotten,46,age,0.15,3.184833333333333,carrot,food,size,huge,11
wooden,46,material,0.05,3.184833333333333,tomato,food,size,huge,12
square,46,shape,0.22,3.184833333333333,fan,furniture,texture,soft,13
round,46,shape,0.82,3.184833333333333,chair,furniture,age,new,14
bad,46,quality,0.12,3.184833333333333,couch,furniture,color,red,15
green,46,color,0.17,3.184833333333333,fan,furniture,shape,square,16
round,46,shape,0.88,3.184833333333333,banana,food,size,tiny,17
green,46,color,0.19,3.184833333333333,cheese,food,size,small,18
hard,46,texture,0.9,3.184833333333333,chair,furniture,material,plastic,19
fresh,46,age,0.82,3.184833333333333,desk,furniture,texture,smooth,20
long,46,size,0.85,3.184833333333333,carrot,food,color,brown,21
fresh,46,age,0.86,3.184833333333333,banana,food,color,green,22
square,46,shape,0.84,3.184833333333333,apple,food,color,yellow,23
huge,46,size,0.98,3.184833333333333,tomato,food,material,metal,24
metal,46,material,0.14,3.184833333333333,chair,furniture,color,brown,25
round,46,shape,0.86,3.184833333333333,tomato,food,material,wooden,26
yellow,46,color,0.89,3.184833333333333,chair,furniture,material,metal,27
new,46,age,0.11,3.184833333333333,desk,furniture,quality,good,28
bad,47,quality,0,2.04905,chair,furniture,shape,round,3
fresh,47,age,0,2.04905,apple,food,color,brown,4
long,47,size,1,2.04905,chair,furniture,texture,smooth,5
metal,47,material,1,2.04905,carrot,food,size,long,6
plastic,47,material,0,2.04905,desk,furniture,size,huge,7
rotten,47,age,0,2.04905,apple,food,color,green,8
rotten,47,age,1,2.04905,fan,furniture,material,plastic,9
short,47,size,1,2.04905,tomato,food,texture,smooth,10
fresh,47,age,0,2.04905,desk,furniture,size,big,11
bad,47,quality,0,2.04905,chair,furniture,color,red,12
huge,47,size,1,2.04905,chair,furniture,material,wooden,13
tiny,47,size,0.94,2.04905,chair,furniture,shape,square,14
fresh,47,age,1,2.04905,couch,furniture,material,metal,15
smooth,47,texture,1,2.04905,cheese,food,color,blue,16
long,47,size,0,2.04905,TV,furniture,color,green,17
smooth,47,texture,0,2.04905,fan,furniture,color,purple,18
brown,47,color,0,2.04905,carrot,food,size,huge,19
small,47,size,1,2.04905,chair,furniture,color,green,20
new,47,age,0,2.04905,desk,furniture,texture,soft,21
old,47,age,0,2.04905,fan,furniture,size,tiny,22
long,47,size,1,2.04905,TV,furniture,age,fresh,23
bad,47,quality,1,2.04905,desk,furniture,material,metal,24
red,47,color,0,2.04905,chair,furniture,size,small,25
wooden,47,material,0,2.04905,fan,furniture,texture,smooth,26
green,47,color,0,2.04905,apple,food,size,huge,27
new,47,age,1,2.04905,carrot,food,color,blue,28
purple,48,color,0.04,3.2152333333333334,apple,food,size,small,3
good,48,quality,0.95,3.2152333333333334,desk,furniture,size,short,4
purple,48,color,0.98,3.2152333333333334,desk,furniture,age,old,5
red,48,color,0.02,3.2152333333333334,cheese,food,material,plastic,6
hard,48,texture,0.93,3.2152333333333334,chair,furniture,age,rotten,7
smooth,48,texture,0.05,3.2152333333333334,fan,furniture,age,rotten,8
wooden,48,material,0.05,3.2152333333333334,fan,furniture,texture,smooth,9
tiny,48,size,0.96,3.2152333333333334,cheese,food,color,red,10
smooth,48,texture,0.06,3.2152333333333334,tomato,food,size,big,11
square,48,shape,0.95,3.2152333333333334,tomato,food,age,rotten,12
huge,48,size,0.9,3.2152333333333334,TV,furniture,age,new,13
long,48,size,0.99,3.2152333333333334,cheese,food,age,old,14
small,48,size,0.96,3.2152333333333334,couch,furniture,shape,round,15
rotten,48,age,0.03,3.2152333333333334,desk,furniture,color,brown,16
good,48,quality,0.96,3.2152333333333334,desk,furniture,size,tiny,17
plastic,48,material,0.95,3.2152333333333334,banana,food,size,huge,18
metal,48,material,0.98,3.2152333333333334,banana,food,size,huge,19
soft,48,texture,0.06,3.2152333333333334,fan,furniture,quality,good,20
metal,48,material,0.97,3.2152333333333334,desk,furniture,texture,hard,21
small,48,size,0.95,3.2152333333333334,tomato,food,texture,soft,22
yellow,48,color,0.03,3.2152333333333334,carrot,food,shape,square,23
wooden,48,material,0.04,3.2152333333333334,desk,furniture,color,green,24
short,48,size,0.99,3.2152333333333334,cheese,food,texture,soft,25
plastic,48,material,0.96,3.2152333333333334,couch,furniture,age,fresh,26
square,48,shape,0.99,3.2152333333333334,desk,furniture,age,rotten,27
smooth,48,texture,0.04,3.2152333333333334,chair,furniture,age,rotten,28
good,49,quality,0.25,4.079166666666667,chair,furniture,material,plastic,3
huge,49,size,0.82,4.079166666666667,chair,furniture,material,wooden,4
tiny,49,size,0.81,4.079166666666667,banana,food,color,purple,5
long,49,size,0.76,4.079166666666667,TV,furniture,color,red,6
plastic,49,material,0.2,4.079166666666667,TV,furniture,age,rotten,7
square,49,shape,0.17,4.079166666666667,carrot,food,age,fresh,8
good,49,quality,0.47,4.079166666666667,fan,furniture,material,plastic,9
square,49,shape,0.19,4.079166666666667,couch,furniture,color,yellow,10
round,49,shape,0.72,4.079166666666667,carrot,food,color,brown,11
round,49,shape,0.8,4.079166666666667,chair,furniture,size,tiny,12
new,49,age,0.78,4.079166666666667,chair,furniture,color,brown,13
soft,49,texture,0.66,4.079166666666667,apple,food,size,tiny,14
old,49,age,0.84,4.079166666666667,carrot,food,material,metal,15
hard,49,texture,0.12,4.079166666666667,TV,furniture,size,tiny,16
big,49,size,0.78,4.079166666666667,TV,furniture,texture,smooth,17
fresh,49,age,0.74,4.079166666666667,chair,furniture,color,brown,18
round,49,shape,0.79,4.079166666666667,desk,furniture,color,red,19
soft,49,texture,0.72,4.079166666666667,apple,food,material,wooden,20
small,49,size,0.79,4.079166666666667,TV,furniture,texture,smooth,21
huge,49,size,0.78,4.079166666666667,banana,food,material,plastic,22
huge,49,size,0.8,4.079166666666667,banana,food,age,fresh,23
square,49,shape,0.78,4.079166666666667,desk,furniture,material,wooden,24
wooden,49,material,0.15,4.079166666666667,couch,furniture,size,tiny,25
huge,49,size,0.5,4.079166666666667,cheese,food,texture,soft,26
tiny,49,size,0.73,4.079166666666667,banana,food,texture,smooth,27
green,49,color,0.74,4.079166666666667,banana,food,material,plastic,28
